Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea
Ferntree Gully,4,h,850000,24.8,4,2,1,738,148,1985,Knox City Council
Fitzroy,1,u,490000,2.1,1,1,1,0,57,2013,Yarra City Council
Footscray,2,u,395000,5.1,2,1,1,0,73,1970,Maribyrnong City Council
Footscray,2,h,991000,5.1,2,1,1,318,106,1910,Maribyrnong City Council
Forest Hill,4,h,945000,15.4,4,2,2,294,194,2010,Whitehorse City Council
Forest Hill,2,h,1020000,15.4,2,1,1,581,116.4,1970,Whitehorse City Council
Frankston,3,h,506000,38,3,1,4,578,123,1984,Frankston City Council
Frankston,4,h,755000,38,4,1,1,622,163,1960,Frankston City Council
Gisborne,3,h,426000,45.9,3,1,1,412,103,1950,Macedon Ranges Shire Council
Glen Iris,2,u,540000,7.3,2,1,1,0,77,1960,Boroondara City Council
Glen Waverley,2,u,960000,16.7,2,1,1,229,101,1990,Monash City Council
Glen Waverley,5,h,1116500,16.7,5,2,2,701,182.85,1960,Monash City Council
Greensborough,2,u,585000,16.1,2,1,1,240,79,1965,Banyule City Council
Greensborough,4,h,800000,16.1,4,2,2,626,169,1960,Banyule City Council
Greensborough,3,h,896000,16.1,3,2,1,653,130,1970,Banyule City Council
Hawthorn,3,u,1150000,5.3,3,2,1,5259,119,2000,Boroondara City Council
Hawthorn,3,h,1100000,5.3,3,2,1,109,109.5,1999,Boroondara City Council
Heathmont,2,u,525000,21.3,2,1,1,0,80,1980,Maroondah City Council
Heidelberg Heights,2,t,650000,8.8,2,1,1,140,107,2013,Banyule City Council
Heidelberg West,2,h,580000,8.8,2,1,2,498,75,1955,Banyule City Council
Hoppers Crossing,3,h,536500,18.4,3,2,4,578,129.7,1972,Wyndham City Council
Keilor Downs,4,h,705000,15.5,4,2,3,815,198,2000,Brimbank City Council
Keilor Downs,4,h,590000,15.5,4,2,2,757,152,1980,Brimbank City Council
Keilor East,3,h,920000,11.7,3,2,1,313,140,1960,Brimbank City Council
Keilor East,4,h,1100000,11.7,4,4,2,500,267,2011,Brimbank City Council
Keilor East,3,h,840000,11.7,3,1,2,575,138,1970,Brimbank City Council
Kensington,2,u,535000,3.4,2,2,1,0,110,1998,Melbourne City Council
Kew,3,h,1080000,5.4,3,2,2,151,103,1960,Boroondara City Council
Keysborough,4,h,575000,25.2,4,1,2,384,131,1975,Greater Dandenong City Council
Maidstone,3,h,930000,6.4,3,1,4,545,116,1940,Maribyrnong City Council
Maidstone,2,t,650000,6.4,2,2,1,279,104,2013,Maribyrnong City Council
Maidstone,3,t,702000,6.4,3,2,2,189,131,2000,Maribyrnong City Council
Maribyrnong,2,u,440000,4.3,2,1,2,0,93,2003,Maribyrnong City Council
Meadow Heights,3,h,520000,17.4,3,1,1,631,111,1960,Hume City Council
Meadow Heights,3,h,520000,17.4,3,1,2,798,128,1985,Hume City Council
Meadow Heights,4,h,515000,17.4,4,3,0,653,122,1985,Hume City Council
Melbourne,2,u,387000,0,2,1,0,0,47,2011,Melbourne City Council
Melton South,3,h,336000,29.8,3,1,1,580,116,1975,Melton City Council
Melton South,4,h,426000,29.8,4,2,3,655,142,1975,Melton City Council
Mickleham,4,h,610000,20.6,4,2,2,490,208,2015,Hume City Council
Mill Park,3,h,775500,17.9,3,1,4,840,125,1980,Whittlesea City Council
Mill Park,3,h,726000,17.9,3,2,2,615,132,1982,Whittlesea City Council
Mill Park,4,h,710000,17.9,4,1,2,666,123,1985,Whittlesea City Council
Montmorency,3,t,820000,16.2,3,2,2,260,157,2010,Banyule City Council
Moonee Ponds,4,h,1425000,6.2,4,2,2,388,151,1890,Moonee Valley City Council
Moorabbin,3,t,935000,14.3,3,2,2,280,109,1985,Kingston City Council
Mount Waverley,5,h,2248000,14.2,5,5,2,729,398,2016,Monash City Council
Mount Waverley,3,h,1260000,14.2,3,1,2,743,148.47,1960,Monash City Council
Mulgrave,5,h,960000,18.8,5,2,1,731,130,1965,Monash City Council
Murrumbeena,3,t,956000,10.1,3,2,1,137,137,1994,Glen Eira City Council
Narre Warren,3,h,605000,34.1,3,2,2,688,121,1990,Casey City Council
Niddrie,4,h,950000,10.4,4,1,2,558,148,1970,Moonee Valley City Council
North Melbourne,2,u,541000,1.8,2,1,1,0,53,2004,Melbourne City Council
Northcote,3,h,1307500,5.3,3,2,0,258,124,1920,Darebin City Council
Notting Hill,4,h,1211000,16.7,4,3,3,727,167,1970,Monash City Council
Oakleigh,4,h,1610000,12.3,4,2,2,592,193,1950,Monash City Council
Oakleigh East,2,h,1150000,12.3,2,1,3,622,122,1970,Monash City Council
Pakenham,4,h,435000,47.3,4,2,2,553,553,2005,Cardinia Shire Council
Parkdale,3,t,1190000,21.5,3,2,2,0,131,2013,Kingston City Council
Parkdale,1,t,503750,21.5,1,1,1,80,88,2007,Kingston City Council
Point Cook,4,h,690000,14.7,4,2,2,540,531,2012,Wyndham City Council
Point Cook,4,h,596000,14.7,4,2,2,416,182.9,2006,Wyndham City Council
Point Cook,4,h,698000,14.7,4,2,2,448,190,2012,Wyndham City Council
Prahran,2,u,500000,4.6,2,1,1,0,78,1960,Stonnington City Council
Reservoir,3,h,953000,12,3,1,2,743,115,1970,Darebin City Council
Reservoir,2,u,468000,12,2,1,1,0,81,2012,Darebin City Council
Reservoir,2,t,710000,12,2,2,1,126,138,2013,Darebin City Council
Reservoir,2,u,502000,12,2,1,2,230,69,2015,Darebin City Council
Richmond,2,u,800000,2.4,2,2,2,0,89,2008,Yarra City Council
Ringwood East,3,h,710000,21.3,3,1,2,314,88,1989,Maroondah City Council
Rowville,3,h,735000,23.5,3,2,1,721,143,1984,Knox City Council
Rowville,3,h,755000,23.5,3,2,2,551,178,2003,Knox City Council
Roxburgh Park,3,h,537000,20.6,3,2,2,640,156,1994,Hume City Council
Seaford,2,t,386000,35.4,2,1,1,150,106,1970,Frankston City Council
Seaford,4,h,763000,35.4,4,2,4,611,184.75,1980,Frankston City Council
Seaford,4,h,768000,35.4,4,2,3,542,170,1970,Frankston City Council
South Melbourne,3,h,2800000,1.9,3,2,2,216,193.74,1860,Port Phillip City Council
South Morang,2,t,345000,20.5,2,1,1,305,131,1999,Whittlesea City Council
South Yarra,2,u,666000,2.7,2,1,1,0,73,2005,Melbourne City Council
St Albans,2,h,610000,14,2,1,2,419,135,1975,Brimbank City Council
St Albans,3,h,550000,14,3,1,1,606,130,1965,Brimbank City Council
St Albans,4,h,520000,14,4,2,1,699,110,1950,Brimbank City Council
St Kilda,2,u,470000,5,2,1,0,0,67,1950,Port Phillip City Council
Sunshine,3,h,860000,10.5,3,1,3,446,126,1910,Brimbank City Council
Taylors Lakes,4,h,853000,15.5,4,3,2,724,330,1990,Brimbank City Council
Toorak,2,u,1140000,4.1,2,2,2,586,119,1990,Stonnington City Council
Travancore,2,u,341500,4.3,2,1,1,16000,68.5,2012,Moonee Valley City Council
Vermont,3,h,1111500,17.2,3,1,0,722,94,1960,Maroondah City Council
Wantirna South,4,h,1045000,14.7,4,3,2,728,153,1990,Knox City Council
Wantirna South,3,u,622000,14.7,3,1,1,137,71,2012,Knox City Council
Warrandyte,3,h,826000,21.1,3,2,0,830,135,1975,Manningham City Council
Watsonia,2,u,655000,14.5,2,1,1,298,98,1975,Banyule City Council
Werribee,3,h,505000,14.7,3,2,4,557,116,1987,Wyndham City Council
Werribee,2,h,335000,14.7,2,1,1,190,113,1980,Wyndham City Council
West Footscray,3,t,700000,6.4,3,2,2,125,131,2013,Maribyrnong City Council
Westmeadows,3,h,800000,16.5,3,2,2,898,142,1985,Hume City Council
Wheelers Hill,5,h,1090000,16.7,5,2,2,698,246,1978,Monash City Council
Williamstown,4,h,1920000,6.8,4,2,0,388,178,1900,Hobsons Bay City Council
Wollert,4,h,530000,25.5,4,2,2,448,155,2011,Whittlesea City Council
Wollert,4,h,631000,25.5,4,2,2,400,184,2015,Whittlesea City Council
Yarraville,3,h,982500,6.3,3,2,2,444,122,1945,Maribyrnong City Council
Yarraville,3,h,1230000,6.3,3,1,2,433,144,1880,Maribyrnong City Council
Abbotsford,2,h,1190000,3,2,2,1,147,175,2000,Yarra City Council
Aberfeldie,3,h,1680000,7.5,3,2,2,673,136,1965,Moonee Valley City Council
Altona Meadows,3,h,620000,15.5,3,1,2,466,107,1975,Hobsons Bay City Council
Altona North,3,h,830000,9.4,3,2,2,529,130,1965,Hobsons Bay City Council
Altona North,4,h,805000,9.4,4,2,5,562,146,1950,Hobsons Bay City Council
Altona North,2,h,510000,9.4,2,1,1,170,100,2001,Hobsons Bay City Council
Armadale,2,u,486000,6.3,2,1,2,0,63,1960,Stonnington City Council
Ascot Vale,3,t,855000,4.3,3,1,2,159,129,2011,Moonee Valley City Council
Ascot Vale,2,h,1035000,4.3,2,1,1,319,117,1900,Moonee Valley City Council
Ashwood,4,h,1450000,10.2,4,2,1,803,154,1965,Monash City Council
Ashwood,3,t,1060000,10.2,3,2,2,343,1,2000,Monash City Council
Aspendale,3,h,970000,21.5,4,2,2,612,154,1960,Kingston City Council
Avondale Heights,3,h,750000,9.5,3,1,2,561,103,1990,Moonee Valley City Council
Avondale Heights,5,h,800000,9.5,5,2,3,577,166,1985,Moonee Valley City Council
Balwyn North,5,h,2400000,9.7,5,4,2,742,262,1980,Boroondara City Council
Balwyn North,4,h,1850000,9.7,4,4,3,929,266,1960,Boroondara City Council
Beaconsfield,4,h,670000,39,4,2,2,900,244,2005,Cardinia Shire Council
Beaumaris,3,t,1850000,17.3,3,3,2,252,203,2007,Bayside City Council
Bellfield,2,h,906000,8.8,2,1,1,617,109.98,1960,Banyule City Council
Bentleigh,2,u,410000,11.4,2,1,1,834,75,1967,Glen Eira City Council
Bentleigh,5,h,1500000,11.4,5,2,2,591,188,1950,Glen Eira City Council
Blackburn South,3,h,874000,13.4,3,2,1,232,103,2014,Whitehorse City Council
Braybrook,3,t,560000,8.6,3,1,1,158,137,2002,Maribyrnong City Council
Broadmeadows,3,h,450000,14,3,1,1,0,100,1960,Hume City Council
Brunswick,3,h,1120000,5.2,3,1,1,322,107,1920,Moreland City Council
Brunswick,2,h,1110000,5.2,2,1,0,196,101,1922,Moreland City Council
Brunswick,4,h,1790000,5.2,4,3,6,733,238,1950,Moreland City Council
Brunswick East,1,u,390500,4,1,1,1,0,49,2011,Moreland City Council
Bundoora,5,h,999000,12.1,5,2,2,627,268,1991,Banyule City Council
Carnegie,2,u,796000,10.1,2,1,2,0,86,1975,Glen Eira City Council
Carnegie,3,h,1050000,10.1,3,1,2,184,133,1990,Glen Eira City Council
Caulfield North,2,u,610000,7.8,2,1,1,816,88,2007,Glen Eira City Council
Chelsea,2,u,639000,27,2,1,2,278,104,1980,Kingston City Council
Cheltenham,3,h,1050000,17.9,3,1,2,539,169,1970,Bayside City Council
Clifton Hill,2,u,640000,3.6,2,2,1,533,110,2011,Yarra City Council
Coburg,3,h,1285000,6.7,3,1,2,579,143,1930,Darebin City Council
Collingwood,2,h,1080000,2,2,1,0,0,94,1890,Yarra City Council
Craigieburn,3,h,607500,20.6,3,2,2,654,185,1999,Hume City Council
Craigieburn,3,h,500000,20.6,3,2,2,448,150,2008,Hume City Council
Craigieburn,3,h,510000,20.6,3,2,2,350,161,2014,Hume City Council
Craigieburn,4,h,592500,20.6,4,2,2,448,188,2011,Hume City Council
Dandenong,3,h,669000,24.7,3,1,1,713,145,1960,Greater Dandenong City Council
Dandenong North,5,h,895000,24.7,5,2,4,779,186,1970,Greater Dandenong City Council
Delahey,4,h,505000,18,4,2,2,344,105.9,1995,Brimbank City Council
Doncaster,5,h,1530000,12.4,5,3,2,851,215,1975,Manningham City Council
Doncaster East,3,t,816000,14.3,3,1,2,0,121,2010,Manningham City Council
Doncaster East,4,h,1385000,14.3,4,3,2,417,203,1980,Manningham City Council
Doveton,2,h,472500,28.8,2,1,2,590,74,1960,Casey City Council
East Melbourne,1,u,895000,1.3,1,1,1,0,60,1990,Melbourne City Council
Edithvale,2,u,724000,27,2,1,2,224,104,2000,Kingston City Council
Elsternwick,3,h,1975000,7.2,3,2,2,458,165,1900,Glen Eira City Council
Elsternwick,3,t,1200000,7.2,3,1,2,1405,117,1965,Glen Eira City Council
Elwood,2,u,630000,7.2,2,1,1,637,73,1970,Port Phillip City Council
Essendon North,3,h,1535000,8.2,3,1,2,811,152,1925,Moonee Valley City Council
Fawkner,2,h,830000,13.1,2,1,1,779,102,1950,Hume City Council
Ferntree Gully,3,h,740000,24.8,3,1,2,968,118,1955,Knox City Council
Footscray,2,u,430000,5.1,2,1,1,1909,110,2007,Maribyrnong City Council
Footscray,3,h,900000,5.1,3,1,3,312,106,1880,Maribyrnong City Council
Footscray,4,h,1000000,5.1,4,2,1,180,206,1994,Maribyrnong City Council
Footscray,4,h,891000,5.1,4,1,3,446,101.7,1920,Maribyrnong City Council
Forest Hill,3,h,1011000,15.4,3,1,1,590,114,1960,Whitehorse City Council
Glen Iris,2,u,580000,7.3,2,1,1,200,62,1970,Boroondara City Council
Glen Iris,2,u,519500,7.3,2,1,1,1101,73,1970,Boroondara City Council
Glen Waverley,2,u,656000,16.7,2,1,1,345,120,2012,Monash City Council
Glen Waverley,5,h,1182000,16.7,5,2,3,650,152,1975,Monash City Council
Glen Waverley,3,u,1000000,16.7,3,2,2,365,124,1996,Monash City Council
Glenroy,2,u,493000,11.2,2,1,2,201,201,2000,Moreland City Council
Glenroy,3,h,940000,11.2,3,2,5,627,173,1960,Moreland City Council
Glenroy,2,u,435000,11.2,2,1,1,144,73,2010,Moreland City Council
Greenvale,3,t,470000,20.4,3,2,2,201,133,2016,Hume City Council
Hadfield,4,h,741000,11.2,4,1,2,652,158,1960,Moreland City Council
Hadfield,3,h,550000,11.2,3,1,2,325,100,1950,Moreland City Council
Hampton,3,t,1405000,13.8,3,2,2,220,139,2014,Bayside City Council
Heathmont,4,h,1270500,21.3,4,2,3,801,180,1957,Maroondah City Council
Heathmont,3,h,751000,21.3,3,1,2,693,129,1950,Maroondah City Council
Highett,4,h,1535000,16,4,2,2,719,719,1998,Bayside City Council
Hillside,4,h,700000,18,4,2,4,788,236,1995,Brimbank City Council
Hoppers Crossing,3,h,520000,18.4,3,1,0,609,109,1986,Wyndham City Council
Hoppers Crossing,4,h,650000,18.4,4,2,2,680,205,1985,Wyndham City Council
Hughesdale,2,u,472000,12.3,2,1,1,0,70,1970,Monash City Council
Ivanhoe,2,t,880000,7.8,2,1,2,229,113,2005,Banyule City Council
Ivanhoe,4,t,985000,7.8,4,3,2,181,154,2016,Banyule City Council
Jacana,3,h,528000,14,3,1,3,588,92,1960,Hume City Council
Keilor East,3,h,918000,11.7,3,2,2,669,166,2000,Brimbank City Council
Kew,2,u,591000,5.4,2,1,2,0,90,1887,Boroondara City Council
Kings Park,3,h,565000,14,3,2,3,543,106.9,1980,Brimbank City Council
Kurunjang,4,h,362000,31.7,4,2,2,685,141,1970,Melton City Council
Lalor,3,h,560000,16.3,3,1,2,535,104,1970,Whittlesea City Council
Langwarrin,3,u,447000,41,3,1,2,230,102,2002,Frankston City Council
Maidstone,3,h,681000,6.4,3,1,2,523,93.82,1950,Maribyrnong City Council
Maidstone,3,h,1005000,6.4,3,1,5,653,109,1930,Maribyrnong City Council
Maidstone,2,h,468000,6.4,2,1,2,312,89,1990,Maribyrnong City Council
Maribyrnong,3,t,640000,4.3,3,2,2,91,132,2000,Maribyrnong City Council
Meadow Heights,3,u,420000,17.4,3,1,1,658,94,1990,Hume City Council
Melton South,3,h,326000,29.8,3,1,1,611,115,1985,Melton City Council
Mill Park,3,h,725000,17.9,3,2,2,602,129,1980,Whittlesea City Council
Mitcham,3,h,1101000,17.2,3,1,2,774,132.6,1950,Whitehorse City Council
Mitcham,4,t,926000,17.2,4,3,2,374,170,2000,Whitehorse City Council
Moonee Ponds,1,u,362000,6.2,1,1,1,0,55,2015,Moonee Valley City Council
Mordialloc,1,u,309000,21.5,1,1,1,57,42,1978,Kingston City Council
Mount Waverley,2,u,611000,14.2,2,1,1,161,82,1970,Monash City Council
Mulgrave,3,h,755000,18.8,3,2,2,197,132,2005,Monash City Council
Mulgrave,3,h,862000,18.8,3,2,2,246,3,2002,Monash City Council
Mulgrave,3,h,815500,18.8,3,2,2,434,104,1960,Monash City Council
Newport,3,h,1100000,6.2,3,2,3,449,154.3,1940,Hobsons Bay City Council
Niddrie,4,h,1130000,10.4,4,2,2,650,163,1975,Moonee Valley City Council
Niddrie,4,h,1006000,10.4,4,2,1,270,178.74,2008,Moonee Valley City Council
Noble Park,2,u,445000,22.7,2,1,3,197,82,1998,Greater Dandenong City Council
Noble Park,3,h,650000,22.7,3,1,1,603,130,1970,Greater Dandenong City Council
North Melbourne,2,u,465000,1.8,2,1,1,0,53,2010,Melbourne City Council
Northcote,3,h,1335000,5.3,3,1,1,390,112,1920,Darebin City Council
Oakleigh South,4,h,1390000,15.5,4,2,2,558,243,2010,Kingston City Council
Pakenham,4,h,643500,47.3,4,2,2,600,300,2010,Cardinia Shire Council
Pascoe Vale,2,t,510000,8.5,2,1,1,129,88.3,2012,Moreland City Council
Pascoe Vale,2,u,550000,8.5,2,1,1,164,80.7,2008,Moreland City Council
Pascoe Vale,2,u,580000,8.5,2,1,1,103,111,2010,Moreland City Council
Preston,1,u,250000,8.4,1,1,1,631,34,1965,Darebin City Council
Preston,1,u,392000,8.4,1,1,1,629,41,1965,Darebin City Council
Preston,1,u,505000,8.4,1,1,1,102,43,2000,Darebin City Council
Preston,3,h,980000,8.4,3,1,3,397,107,1925,Darebin City Council
Reservoir,2,h,320000,12,2,1,1,89,65,1965,Darebin City Council
Reservoir,2,t,617500,12,2,2,1,0,114,2010,Darebin City Council
Reservoir,5,h,1282500,12,5,2,2,499,251,2015,Darebin City Council
Richmond,2,u,419000,2.4,2,1,1,3512,51,2011,Yarra City Council
Richmond,2,u,1667500,2.4,2,2,2,92,141,1940,Yarra City Council
Richmond,2,u,685000,2.4,2,2,1,0,77,2011,Yarra City Council
Ringwood,3,h,882500,19.9,3,2,2,918,145,1975,Maroondah City Council
Ringwood,3,h,910000,19.9,3,2,2,651,162,1977,Maroondah City Council
Sandringham,3,h,1651000,15.2,3,2,1,390,125,1950,Bayside City Council
Scoresby,4,h,1040000,22.2,4,2,2,1134,152,1970,Knox City Council
Scoresby,4,h,1120000,22.2,4,2,2,960,179,1985,Knox City Council
South Morang,3,h,500000,20.5,3,2,2,330,118,2008,Whittlesea City Council
South Yarra,1,u,420000,2.7,1,1,1,0,43,1960,Melbourne City Council
South Yarra,2,u,460000,2.7,2,2,0,0,63,2014,Melbourne City Council
South Yarra,2,u,1340000,2.7,2,2,2,0,133,1995,Melbourne City Council
Springvale South,3,h,700000,22.2,3,1,2,638,105,1980,Greater Dandenong City Council
St Kilda,1,u,360000,5,1,1,1,0,49,1971,Port Phillip City Council
Strathmore,4,h,1220000,8.2,4,1,2,750,185,1960,Moonee Valley City Council
Sunbury,3,h,500000,31.7,3,1,3,678,127,1975,Hume City Council
Sunbury,3,h,438000,31.7,3,1,4,606,96,1994,Hume City Council
Sunshine North,4,t,650000,10.5,4,2,1,283,181.6,2005,Brimbank City Council
Sunshine West,3,t,615000,10.5,3,2,1,358,27,1999,Brimbank City Council
Sydenham,4,h,740000,18,4,2,2,1017,156,2000,Brimbank City Council
Tarneit,4,h,463500,18.4,4,2,2,371,156,2006,Wyndham City Council
Tarneit,3,h,530000,18.4,3,2,2,400,153,2009,Wyndham City Council
Tarneit,3,h,446000,18.4,3,2,2,326,162,2012,Wyndham City Council
Taylors Hill,3,h,520000,18,3,2,2,389,161,2005,Melton City Council
Taylors Hill,3,h,530000,18,3,2,1,343,119,2011,Melton City Council
Taylors Hill,5,h,725500,18,5,3,2,450,260,2011,Melton City Council
Taylors Lakes,3,t,502000,15.5,3,2,2,198,143,2004,Brimbank City Council
Templestowe Lower,4,h,1215000,12.4,4,2,4,729,240,1970,Manningham City Council
Templestowe Lower,2,t,731000,12.4,2,1,1,217,115,2005,Manningham City Council
Thomastown,3,h,651000,15.3,3,1,2,526,116,1970,Whittlesea City Council
Thomastown,3,h,631000,15.3,3,1,2,584,121,1965,Whittlesea City Council
Thornbury,3,h,1110000,7,3,1,0,396,113,1930,Darebin City Council
Toorak,2,u,735000,4.1,2,1,1,0,84,1935,Stonnington City Council
Tullamarine,3,h,822000,12.9,3,1,1,778,112,1960,Brimbank City Council
Vermont,3,h,988000,17.2,3,1,1,653,119,1970,Maroondah City Council
Wantirna South,3,t,630000,14.7,3,1,2,169,141,2001,Knox City Council
Watsonia,3,h,830000,14.5,3,1,1,598,104.4,1975,Banyule City Council
Watsonia North,3,h,710000,14.5,3,1,2,600,115,1974,Banyule City Council
Werribee,3,h,383000,14.7,3,1,2,548,95,1960,Wyndham City Council
Werribee,4,h,463000,14.7,4,2,2,358,148,2012,Wyndham City Council
Werribee,3,h,452000,14.7,3,1,3,567,121,1980,Wyndham City Council
Werribee,4,h,665000,14.7,4,2,2,520,201,2014,Wyndham City Council
Werribee,3,h,485000,14.7,3,1,1,633,88,1960,Wyndham City Council
Werribee,4,h,510000,14.7,4,2,1,531,147,2003,Wyndham City Council
West Footscray,3,h,850000,6.4,3,1,2,269,111,1910,Maribyrnong City Council
Williamstown,4,h,1440000,6.8,4,2,0,240,170,1900,Hobsons Bay City Council
Yarra Glen,3,h,620000,31.4,3,2,1,863,180.56,1975,Yarra Ranges Shire Council
Yarraville,2,h,900000,6.3,2,1,3,463,123.5,1940,Maribyrnong City Council
Yarraville,4,h,1407000,6.3,4,2,2,446,152,1955,Maribyrnong City Council
Airport West,3,t,780000,10.4,3,2,1,195,192,2005,Moonee Valley City Council
Albanvale,3,h,555000,14,3,1,3,566,126,1980,Brimbank City Council
Albion,3,t,580000,10.5,3,2,2,175,110,2014,Brimbank City Council
Ardeer,3,h,627000,12.8,3,1,2,697,102,1960,Brimbank City Council
Ashwood,4,h,1540000,10.2,4,2,3,668,205,1970,Monash City Council
Balwyn,5,h,3812000,7.9,5,4,2,729,1,2012,Boroondara City Council
Balwyn North,4,h,1755000,9.7,4,2,2,605,155,1938,Boroondara City Council
Bayswater,3,h,606000,23.2,3,1,1,424,94,1970,Knox City Council
Bentleigh,3,t,1435000,11.4,3,3,2,307,177,2014,Glen Eira City Council
Bentleigh East,3,t,1260000,13.8,3,2,2,669,138,1960,Glen Eira City Council
Berwick,3,h,620000,35.2,3,1,2,792,101,1970,Casey City Council
Black Rock,2,u,600000,17.3,2,1,1,0,74,1960,Bayside City Council
Blackburn South,2,u,615000,13.4,2,1,1,3316,85,1970,Whitehorse City Council
Boronia,4,h,770000,25,4,2,2,723,1,1970,Knox City Council
Brighton,2,u,845000,10.5,2,1,1,100,110,1960,Bayside City Council
Broadmeadows,4,h,706000,14,4,1,4,752,115,1960,Hume City Council
Brookfield,4,h,456000,29.8,4,2,2,576,189,2010,Melton City Council
Brunswick,2,h,650000,5.2,2,1,1,108,70,1970,Moreland City Council
Brunswick East,2,h,620000,4,2,1,1,123,79,1960,Moreland City Council
Brunswick East,2,h,683000,4,2,1,1,0,91,1970,Moreland City Council
Brunswick East,2,h,501000,4,2,1,1,71,47,1970,Moreland City Council
Brunswick East,2,u,615000,4,2,1,1,0,70,2008,Moreland City Council
Brunswick West,2,h,1150000,5.2,2,1,1,539,107,1940,Moreland City Council
Burwood East,3,u,835000,14.7,3,2,2,347,143,2000,Whitehorse City Council
Cairnlea,3,h,640000,14.8,3,2,2,316,170,2008,Brimbank City Council
Camberwell,3,t,1280000,7.7,3,2,2,186,158,2014,Boroondara City Council
Camberwell,4,h,2500000,7.7,4,2,3,947,225,1930,Boroondara City Council
